date,driver_id,distance_km,drive_seconds,litres,co2_kg,n_legs,n_stop_legs,drive_hours,stops,low_speed_share_leg_t18,low_speed_share_time_t18,service_minutes,worked_hours,worked_hours_median_driver,_T_cong,_D_stops,_V_shift,S_DOBI,service_minutes_assumed,litres_lit,distance_km_dist,fuel_cost_vnd,maint_cost_vnd,labour_other_cost_vnd,total_cost_vnd,cost_per_km_vnd,cost_per_stop_vnd,co2_g_per_km,fuel_L_per_100km
2025-03-13,D-02,93.579,19902.0,9.3579,25.079172000000003,34,34,5.528333333333333,34,0.47058823529411764,0.603406692794694,8.0,11.561666666666667,11.0625,0.6577538182206307,0.365130956934122,0.2503196476772275,0.44773670867165716,8.0,9.3579,93.579,233393.5251862515,38527.01287232353,3626923.076923077,3898843.6149816522,41663.65974184008,114671.87102887212,268.00000000000006,10.000000000000002
2025-03-13,D-03,107.706,20841.0,10.7706,28.865208000000003,30,30,5.789166666666667,30,0.4,0.476800537402236,8.0,11.289166666666667,10.720555555555556,0.49528719825378204,0.287362691294188,0.28583605625799097,0.37007450356716654,8.0,10.7706,107.706,268627.395288584,44343.180077009565,3626923.076923077,3939893.6522886707,36580.07587589058,131329.78840962236,268.0,10.0
2025-03-13,D-04,106.508,19369.0,11.71588,31.398558400000002,32,32,5.380277777777778,32,0.28125,0.37472249470803864,8.0,11.146944444444443,10.782499999999999,0.36429613768528585,0.34591498998125264,0.1814178150305445,0.3039182965776535,8.0,11.71588,106.508,292203.43601225707,43849.95658219723,3626923.076923077,3962976.4695175313,37208.251676095046,123843.01467242285,294.8,11.0
2025-03-14,D-01,89.147,20162.0,6.686025,15.44471775,37,37,5.600555555555555,37,0.7567567567567568,0.8035413153456998,8.0,12.033888888888889,11.359027777777778,0.9145754203252934,0.40188217393566344,0.3401761613865608,0.5884476687267847,8.0,6.686025,89.147,166754.8215126692,36702.33296497106,3626923.076923077,3830380.231400717,42967.01214175145,103523.79003785722,173.25,7.5
2025-03-14,D-02,105.351,19699.0,10.5351,28.234068000000004,31,31,5.4719444444444445,31,0.45161290322580644,0.4903294583481395,8.0,11.105277777777777,11.0625,0.5126481081642538,0.32415584409636744,0.016905810484444162,0.307377739639945,8.0,10.5351,105.351,262753.8365647932,43373.61302335093,3626923.076923077,3933050.526511221,37332.82575876092,126872.59762939424,268.00000000000006,10.0
2025-03-14,D-03,111.87,20604.0,11.187000000000001,29.981160000000003,31,31,5.723333333333334,31,0.41935483870967744,0.3942438361483207,8.0,11.356666666666666,10.720555555555556,0.38934678669354356,0.30719584870070676,0.3203580053984933,0.34400487090717746,8.0,11.187000000000001,111.87,279012.7449810957,46057.52284194994,3626923.076923077,3951993.3447461226,35326.65902159759,127483.65628213299,268.0,10.0
2025-03-14,D-04,144.703,20369.0,15.917330000000002,42.65844440000001,24,24,5.658055555555555,24,0.2916666666666667,0.20761942167018507,8.0,10.358055555555556,10.782499999999999,0.14986208131277276,0.19393848860844784,0.21210399204432417,0.1817575767209407,8.0,15.917330000000002,144.703,396990.96594886424,59575.057904699046,3626923.076923077,4083489.10077664,28219.795724875366,170145.37919902668,294.80000000000007,11.000000000000002
2025-03-15,D-01,85.258,18776.0,6.394349999999999,14.7709485,37,37,5.2155555555555555,37,0.5135135135135135,0.6135492117596932,8.0,11.648888888888889,11.359027777777778,0.6707691472864658,0.42977356764692787,0.14327319221480386,0.4402216868731058,8.0,6.394349999999999,85.258,159480.2132716429,35101.209282729666,3626923.076923077,3821504.4994774493,44822.826004333314,103283.90539128242,173.25,7.5
2025-03-15,D-02,102.699,18563.0,10.2699,27.523332000000003,32,32,5.1563888888888885,32,0.4375,0.4039217798847169,8.0,10.923055555555555,11.0625,0.4017659522720861,0.36206529774957674,0.06634465122886847,0.289229365602368,8.0,10.2699,102.699,256139.5360401676,42281.76936037737,3626923.076923077,3925344.382323622,38221.83645725491,122667.01194761318,268.0,10.0
2025-03-15,D-03,107.413,19149.0,10.7413,28.786684000000005,31,31,5.319166666666667,31,0.41935483870967744,0.4703117656274479,8.0,10.9525,10.720555555555556,0.4869605192331749,0.33484337681560017,0.11365250745844614,0.32933297297548386,8.0,10.7413,107.413,267896.62980829924,44222.550290715735,3626923.076923077,3939042.257022092,36671.93223373421,127065.87925877716,268.00000000000006,10.0
2025-03-15,D-04,104.408,18022.0,11.48488,30.779478400000002,32,32,5.006111111111111,32,0.25,0.34702030851181886,8.0,10.772777777777778,10.782499999999999,0.32874746674554556,0.37328215418995353,0.0,0.24348363295520425,8.0,11.48488,104.408,286442.1108946533,42985.3744961322,3626923.076923077,3956350.5623138626,37893.17449155106,123635.9550723082,294.8,11.0
2025-03-17,D-01,106.672,19238.0,8.000399999999999,18.480923999999998,31,31,5.3438888888888885,31,0.41935483870967744,0.4107495581661295,8.0,10.97722222222222,11.359027777777778,0.41052765944047426,0.33309376483294506,0.19029691717573627,0.3212282683787941,8.0,8.000399999999999,106.672,199536.38731981386,43917.47632606136,3626923.076923077,3870376.9405689524,36282.96966935046,124850.86905061136,173.25,7.5
2025-03-17,D-02,101.993,19350.0,10.199300000000001,27.334124000000003,31,31,5.375,31,0.45161290322580644,0.43183462532299743,8.0,11.008333333333333,11.0625,0.437584950471321,0.3309031730678874,0.022730501491689956,0.2811240825564016,8.0,10.199300000000001,101.993,254378.7154630991,41991.10509715742,3626923.076923077,3923292.8974833335,38466.29570150239,126557.83540268817,268.00000000000006,10.000000000000002
2025-03-17,D-03,98.651,19942.0,9.8651,26.438468000000004,30,30,5.539444444444444,30,0.4666666666666667,0.5191555510981848,8.0,11.039444444444445,10.720555555555556,0.5496390257182491,0.3038620705493541,0.15811905100156315,0.3584499467525748,8.0,9.8651,98.651,246043.49964360482,40615.184463048216,3626923.076923077,3913581.76102973,39670.97911860731,130452.72536765767,268.00000000000006,10.0
2025-03-17,D-04,129.266,20611.0,14.21926,38.1076168,25,25,5.7252777777777775,25,0.28,0.4172529231963515,8.0,10.55861111111111,10.782499999999999,0.41887306517209566,0.20785380310127197,0.1095326040630773,0.262765148218143,8.0,14.21926,129.266,354639.7393581742,53219.55616061053,3626923.076923077,4034782.372441862,31213.02099888495,161391.29489767447,294.80000000000007,11.000000000000002
2025-03-18,D-01,93.224,19401.0,6.9918,16.151058,34,34,5.389166666666667,34,0.5882352941176471,0.6080098963970929,8.0,11.4225,11.359027777777778,0.6636608527402613,0.374964970294398,0.027489700241511976,0.38620074225687756,8.0,6.9918,93.224,174381.0950530817,38380.85732920302,3626923.076923077,3839685.0293053617,41187.730941660535,112931.91262662828,173.24999999999997,7.5
2025-03-18,D-02,97.837,18729.0,9.783700000000001,26.220316000000004,33,33,5.2025,33,0.36363636363636365,0.4582198729243419,8.0,11.1025,11.0625,0.4714436675415196,0.3737908406408654,0.015485154141213368,0.30536026545123146,8.0,9.783700000000001,97.837,244013.31841168736,40280.055978259195,3626923.076923077,3911216.4513130235,39976.86408325095,118521.71064584919,268.0,10.0
2025-03-18,D-03,131.263,21100.0,13.1263,35.178484000000005,25,25,5.861111111111111,25,0.56,0.608957345971564,8.0,10.694444444444445,10.720555555555556,0.6648766619517187,0.19959951531547573,0.008381872425061223,0.32834508110284855,8.0,13.1263,131.263,327380.4410874548,54041.73255388286,3626923.076923077,4008345.2505644145,30536.74874537695,160333.8100225766,268.0,10.0
2025-03-18,D-04,115.236,20405.0,12.67596,33.971572800000004,32,32,5.668055555555555,32,0.28125,0.3179122764028424,8.0,11.434722222222222,10.782499999999999,0.2913947521324801,0.32608492944416967,0.3285978121892319,0.3129627233430125,8.0,12.67596,115.236,316148.60059627873,47443.324414185605,3626923.076923077,3990515.001933541,34629.06558656618,124703.59381042316,294.8,11.0
2025-03-19,D-01,91.804,21498.0,6.8853,15.905043,36,36,5.971666666666667,36,0.8055555555555556,0.8482649548795237,8.0,12.271666666666667,11.359027777777778,0.9719667732587459,0.36316419020420926,0.4617843443670976,0.6362712696748904,8.0,6.8853,91.804,171724.899706654,37796.23515672095,3626923.076923077,3836444.2117864517,41789.51038937793,106567.89477184588,173.25,7.5
2025-03-19,D-02,101.228,19146.0,10.1228,27.129104,34,34,5.318333333333333,34,0.2647058823529412,0.3174031129217591,8.0,11.351666666666667,11.0625,0.29074137102691117,0.3800629025823576,0.14291802812899593,0.2731908276241705,8.0,10.1228,101.228,252470.7441579186,41676.15019437658,3626923.076923077,3921069.9712753724,38735.03350135706,115325.58739045213,268.00000000000006,10.0
2025-03-19,D-03,51.815,12068.0,5.181500000000001,13.886420000000001,41,41,3.352222222222222,41,0.8780487804878049,0.8004640371229699,8.0,10.318888888888889,10.720555555555556,0.9106265207635402,0.648535382349144,0.2004546100298344,0.6189476060191096,8.0,5.181500000000001,51.815,129230.76232408578,21332.533709266434,3626923.076923077,3777486.372956429,72903.33634963677,92133.81397454705,268.00000000000006,10.000000000000002
2025-03-19,D-04,111.801,18394.0,12.29811,32.9589348,31,31,5.109444444444445,31,0.45161290322580644,0.41921278677829726,8.0,10.742777777777778,10.782499999999999,0.42138804882962655,0.3500094991006952,0.015343088506889835,0.2781609958141261,8.0,12.29811,111.801,306724.7187967697,46029.115144836374,3626923.076923077,3979676.910864683,35596.07616089912,128376.67454402203,294.8,10.999999999999998
2025-03-20,D-01,109.101,22232.0,8.182575,18.90174825,33,33,6.1755555555555555,33,0.5454545454545454,0.5564051817200432,8.0,12.075555555555557,11.359027777777778,0.5974393997473577,0.3080520156990662,0.36148600653502,0.439837166569169,8.0,8.182575,109.101,204079.97781028776,44917.50960560991,3626923.076923077,3875920.5643389747,35525.98568609797,117452.13831330226,173.25,7.5
2025-03-20,D-02,102.464,19160.0,10.2464,27.460352,33,33,5.322222222222222,33,0.42424242424242425,0.4816805845511482,8.0,11.222222222222221,11.0625,0.501549490660537,0.3650874730656758,0.07671544253445099,0.33316067094425283,8.0,10.2464,102.464,255553.42720785722,42185.01850788915,3626923.076923077,3924661.5226388234,38302.8334111378,118929.13704966131,268.0,10.0
2025-03-20,D-03,33.93,9408.0,3.3930000000000002,9.093240000000002,47,47,2.6133333333333333,47,0.8936170212765957,0.8701105442176871,8.0,10.379999999999999,10.720555555555556,1.0,0.8007692497241645,0.1692001704787624,0.690990826060878,8.0,3.3930000000000002,33.93,84624.13906506282,13969.176276279266,3626923.076923077,3725516.3922644192,109800.07050587737,79266.3062183919,268.00000000000006,10.0
2025-03-20,D-04,112.78399999999999,20354.0,12.40624,33.2487232,31,31,5.653888888888889,31,0.45161290322580644,0.448609609904687,8.0,11.287222222222223,10.782499999999999,0.45911135285306065,0.3118054091015244,0.25316096036368907,0.3531344519807883,8.0,12.40624,112.78399999999999,309421.5676494385,46433.82190226586,3626923.076923077,3982778.4664747813,35313.32872104892,128476.72472499295,294.8,11.000000000000002
2025-03-21,D-01,93.961,20909.0,7.0470749999999995,16.27874325,35,35,5.808055555555556,35,0.6,0.6396288679515998,8.0,11.974722222222223,11.359027777777778,0.7042357159399592,0.3602099607300102,0.30991618127574994,0.48273212897771167,8.0,7.0470749999999995,93.961,175759.69784907973,38684.28447083632,3626923.076923077,3841367.059242993,40882.56893011987,109753.3445497998,173.25000000000003,7.5
2025-03-21,D-02,85.44200000000001,16109.0,8.5442,22.898456000000003,35,35,4.474722222222222,35,0.4857142857142857,0.4884846979949097,8.0,10.641388888888889,11.0625,0.5102808300622607,0.46072736871287984,0.21039920443244814,0.4054503039685027,8.0,8.5442,85.44200000000001,213099.19510748886,35176.96314169918,3626923.076923077,3875199.235172265,45354.73461731075,110719.97814777901,268.0,10.0
